0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175103.94604253126,-75791.8373694226,-168680.52407270958,-106507.87282083904,-30385.20728173343,-104880.39760355922,-187500.02235174447,-187500.02235174447
177377.7219507363,-78732.47757345172,-166168.38916163315,-106280.86850415093,-27152.340370695638,-107728.45688205444,-187500.02235174447,-187500.02235174447
176590.69467672048,-80063.5463075097,-163144.8686891638,-105623.19077529798,-22687.91469191488,-110083.61549182124,-187500.02235174447,-187500.02235174447
174394.5687287532,-77034.6390646266,-165233.66156025667,-105577.43675439796,-25277.610156251212,-107302.76790890312,-187500.02235174447,-187500.02235174447
175019.05411709,-75021.61860723718,-168318.22464683352,-105961.03739273995,-29712.44212537314,-104371.85071371208,-187500.02235174447,-187500.02235174447
177541.94021724944,-77501.03056443103,-166551.8109860195,-105835.59940285677,-27581.13623632625,-106515.56182093166,-187500.02235174447,-187500.02235174447
177411.89776800846,-79544.69526346866,-162989.88169311068,-105140.63896425236,-22458.205814147692,-109506.80637440758,-187500.02235174447,-187500.02235174447
175033.0239573746,-77064.85862313016,-164265.18282475267,-104984.89200888778,-23859.660191495444,-107511.89083002697,-187500.02235174447,-187500.02235174447
174987.35934345238,-74450.35272244844,-167866.115911736,-105419.65579028796,-28937.663607318835,-104056.02056455858,-187500.02235174447,-187500.02235174447
177452.71205338385,-76396.25089123857,-166980.83036909468,-105474.88695083701,-28017.397584604932,-105453.38457267101,-187500.02235174447,-187500.02235174447
177912.12980891822,-79035.6566352435,-163161.56544227188,-104822.41717844215,-22618.780746314616,-108898.83892522323,-187500.02235174447,-187500.02235174447
175541.34732977717,-77213.2742063134,-163470.71241983323,-104524.89310799756,-22634.650484877886,-107787.95722579447,-187500.02235174447,-187500.02235174447
174888.6763916822,-74159.42241661817,-167336.31251291186,-104968.55288369095,-28013.77660200317,-104023.94581126522,-187500.02235174447,-187500.02235174447
177199.6232509164,-75394.22218730715,-167352.67398985315,-105151.39015333536,-28330.433765701506,-104538.52767211529,-187500.02235174447,-187500.02235174447
178286.6779907558,-78383.34332505982,-163512.8901616204,-104540.62873609409,-23013.177277228508,-108143.59583182287,-187500.02235174447,-187500.02235174447
176124.66080482732,-77330.57616121485,-162848.95394431998,-104104.38973955986,-21687.38355486197,-107969.29692856038,-187500.02235174447,-187500.02235174447
175056.068605908,-73901.438582115,-166528.45341306372,-104395.07417620113,-26753.62995310187,-104048.62213714387,-187500.02235174447,-187500.02235174447
177093.3630577759,-74284.79335126797,-167410.22973182556,-104652.61097581519,-28239.998607635334,-103592.1995153665,-187500.02235174447,-187500.02235174447
178691.35632411914,-77464.23959305759,-163871.83682582818,-104162.72779258822,-23446.30938128345,-107141.70123835818,-187500.02235174447,-187500.02235174447
176977.17869009718,-77221.56670350632,-162257.32562033244,-103583.37057630665,-20860.950155371447,-107886.52841884237,-187500.02235174447,-187500.02235174447
175385.33215347913,-73773.9665834864,-165629.30978886006,-103803.89288710272,-25402.51170426747,-104183.82783935402,-187500.02235174447,-187500.02235174447
176862.46953755256,-73366.65074427733,-167406.22876956806,-104200.52459246214,-28042.655055839426,-102866.70659383615,-187500.02235174447,-187500.02235174447
178868.98563730548,-76499.65006108882,-164385.18934073322,-103859.30286160743,-24057.204908991447,-106111.08465326842,-187500.02235174447,-187500.02235174447
177615.164532085,-77148.54355437083,-161980.6333757202,-103232.69405754734,-20425.314655937513,-107780.5364466353,-187500.02235174447,-187500.02235174447
175633.88355182213,-73859.39495079458,-164717.135097639,-103317.67538996642,-23977.856216175107,-104512.55494505823,-187500.02235174447,-187500.02235174447
176638.05802322127,-72568.6264119895,-167269.90548013514,-103743.87845324022,-27660.48492914259,-102289.9421799114,-187500.02235174447,-187500.02235174447
178950.61420805624,-75452.5602403355,-164935.95867585644,-103551.1393608021,-24699.54934114806,-105025.57218379644,-187500.02235174447,-187500.02235174447
178261.3311125435,-76923.59559817263,-161849.94272589003,-102884.58798940039,-20182.88763557525,-107497.98804497578,-187500.02235174447,-187500.02235174447
176055.817431905,-73969.4102370036,-163760.77100762975,-102801.43950002665,-22508.340776960944,-104843.62898393023,-187500.02235174447,-187500.02235174447
176540.55971390722,-71868.48036867147,-166906.8460949476,-103222.05462718662,-26982.355354113028,-101848.45052343018,-187500.02235174447,-187500.02235174447
179074.84520373883,-74254.0820543864,-165331.65160794873,-103133.3405534435,-25141.398625540573,-103848.81989345788,-187500.02235174447,-187500.02235174447
179041.94343590064,-76394.84273133788,-161767.46478884993,-102422.73389372039,-20063.037581805896,-106895.36266271623,-187500.02235174447,-187500.02235174447
176604.55275828278,-74059.44306366958,-162839.94619130448,-102256.61572892855,-21139.251725584476,-105093.81205961849,-187500.02235174447,-187500.02235174447
176432.2431602768,-71395.36099378599,-166457.33016220693,-102736.1053509838,-26187.594376515674,-101624.17311956563,-187500.02235174447,-187500.02235174447
178885.41416948012,-73221.74438497357,-165767.35416261604,-102830.69793351865,-25552.313095606936,-102863.9796810126,-187500.02235174447,-187500.02235174447
179436.69759472582,-75929.63587398957,-162027.12500418723,-102180.19511463585,-20326.02820706704,-106322.08512092652,-187500.02235174447,-187500.02235174447
177153.24338117163,-74204.8635130958,-162104.77496442499,-101809.5808398224,-20034.78497681439,-105345.87268184099,-187500.02235174447,-187500.02235174447
176455.01958787677,-71076.28984168648,-165818.62906439652,-102231.06768501613,-25145.64545698708,-101580.02842426639,-187500.02235174447,-187500.02235174447
178693.50209158685,-72187.6856312377,-166018.92304646052,-102469.98548149891,-25704.975510236683,-101950.64269907984,-187500.02235174447,-187500.02235174447
179891.0638560133,-75183.26642313796,-162316.5130396501,-101852.33972696541,-20659.4268273624,-105492.56718070117,-187500.02235174447,-187500.02235174447
177805.4672843775,-74267.60485978184,-161485.83280871308,-101368.37975601909,-19121.604457092817,-105468.98609030082,-187500.02235174447,-187500.02235174447
176596.46142678993,-70885.16007484915,-165049.9078690896,-101693.70939656609,-23945.513241948276,-101656.9407769371,-187500.02235174447,-187500.02235174447
178565.53835458023,-71121.99915909757,-166056.22810795644,-101986.98663556417,-25580.20807268716,-101052.28138593215,-187500.02235174447,-187500.02235174447
180285.9521253052,-74238.5699437344,-162659.5899652946,-101480.27258876237,-21058.60663158973,-104476.56863648519,-187500.02235174447,-187500.02235174447
178627.78796288825,-74153.74507352652,-160954.1965668436,-100884.48684030616,-18373.49157017369,-105369.00673735223,-187500.02235174447,-187500.02235174447
176904.42376189516,-70805.83373377725,-164156.26277402198,-101134.89343343895,-22595.199655914268,-101829.56329936544,-187500.02235174447,-187500.02235174447
178361.1987067698,-70217.4687644802,-166007.0319184103,-101532.37450508768,-25323.095956217763,-100345.56392974424,-187500.02235174447,-187500.02235174447
180483.47449105675,-73267.52075761804,-163147.75206419852,-101184.69312008539,-21629.045501833618,-103447.3155078072,-187500.02235174447,-187500.02235174447
179294.36168603442,-74069.25547948545,-160667.0213540818,-100541.14169372818,-17922.16514613213,-105253.38116328492,-187500.02235174447,-187500.02235174447
177239.00702464665,-70866.83164439579,-163262.37180976532,-100619.55161327739,-21245.53427046946,-102121.09710229601,-187500.02235174447,-187500.02235174447
178139.33529130643,-69440.1868510469,-165921.67060633548,-101061.75852558119,-25060.597069334635,-99771.41466992076,-187500.02235174447,-187500.02235174447
180536.4704771603,-72244.90609704329,-163627.64401765395,-100881.78227922706,-22146.354275507245,-102404.00313186683,-187500.02235174447,-187500.02235174447
179982.16956641313,-73886.12763716312,-160239.3654274184,-100234.6098702681,-17143.25155535359,-105093.52148694058,-187500.02235174447,-187500.02235174447
